A_id,B_id
91,7172
91,7425
91,9520
91,7416
91,8405
91,7484
913,273
916,5057
922,2486
922,519
925,7620
934,3488
940,7754
940,9022
940,677
940,1505
940,1116
940,3047
943,6820
943,8684
958,2466
958,1501
958,4972
958,1679
961,2381
970,1366
970,7240
970,7754
991,3371
991,2467
994,4024
2132,9876
2883,5703
2967,6021
3395,7411
1229,5520
1107,7002
1133,6112
1299,4568
1214,273
1452,9949
130,6064
1469,4271
1264,4349
1205,8311
1412,4209
1048,4370
1382,5962
1469,4504
1112,1742
1406,6720
1500,8118
1236,6021
1483,4615
1283,9106
2657,8443
1185,2643
2568,8273
2593,8307
2776,8256
1114,5618
1853,3149
1516,9148
2208,5745
1847,3947
2604,7791
1993,8545
2601,5770
3163,6165
2645,6515
2662,8481
2619,6044
3151,8080
3218,5509
2752,8090
1913,4703
1883,5977
3092,230
3112,5089
3378,7694
3280,3295
2669,4965
2097,628
3367,4515
2277,5196
1833,2788
3441,4420
1146,4618
3027,8425
2315,5879
2235,3269
3317,2561
2995,8270
3202,6104
3302,2020
2904,9166
220,4040
2227,3925
2929,2925
2917,9571
1388,3570
2862,5966
2251,1525
2659,8373
3055,6667
90,5706
1281,6047
1434,2185
1027,8433
2735,7834
2242,3236
3491,2364
3455,7892
1388,2208
2774,9914
3435,3152
3485,6497
3008,7140
3385,6287
2889,7918
1967,1581
3347,8483
1031,8197
2006,8447
2816,2419
2979,5991
3362,6641
3407,6232
3405,3165
2534,2459
3420,5215
3524,8467
2085,9178
1803,6722
2356,7612
1057,5514
2831,2500
1109,1388
102,5514
1126,5514
2385,3522
2174,7614
2469,8691
2579,8073
2159,8524
105,9977
1080,6167
114,8589
1022,6167
1116,6167
3360,7274
1101,6009
1756,6918
2479,6009
137,6009
2682,8511
1572,7512
2345,6770
2573,8025
2129,4919
2004,7582
2595,635
1514,41
3433,475
1292,8357
1847,6028
2533,7315
3334,9477
2592,6808
1206,9339
2573,8188
2676,6155
2849,2573
2516,5205
1528,6602
3360,1279
1775,3060
2374,9790
2582,3608
2264,8193
2224,4288
1504,9420
2590,4415
1923,8350
2763,8667
2224,5623
2754,4604
2283,7694
1861,9607
1504,9419
2552,9940
3363,1388
1876,3174
2769,5062
3373,8514
106,2905
3401,9615
2770,6954
2209,6414
2817,2915
1069,9911
10,6910
1241,7909
1053,4948
2891,8103
1069,2943
3322,7317
106,1543
3050,5843
1069,4094
260,9977
1036,8623
2191,7643
106,6257
1714,4704
1048,1941
1884,1400
2332,1795
1048,739
1020,5664
3327,2726
1048,8599
1048,6893
1333,3412
1179,412
1702,8705
1284,3384
1384,9353
3454,6768
2699,9123
1048,8754
1157,6037
1010,5112
3072,4338
1014,6054
1224,7973
1272,8146
127,2576
123,5429
1191,7254
1224,8109
1105,8817
1277,8228
127,1628
1047,9782
1149,8453
3159,4515
1224,40
102,9423
1184,91
102,475
113,8817
129,2557
1091,8817
124,2050
1081,9310
3453,9645
3283,7887
2391,5601
1703,1935
3440,6599
1010,6000
3533,8632
1044,7555
1709,266
1022,4970
1044,6381
1050,8251
2167,2958
3116,5894
1067,5410
1060,7554
1202,7483
1013,8541
1009,6756
3144,5230
2034,6487
2175,9106
2739,6683
2478,8486
2801,3295
2194,3449
2801,3294
2670,833
1908,8537
3039,8371
1863,8370
2100,1784
1823,7827
1634,4630
2246,8826
2755,6266
1891,9243
3134,6036
2639,6360
1036,1277
1206,8454
3000,7821
1064,5
3418,5203
1864,5083
1234,6233
2984,8499
1396,4774
109,1016
3524,5610
1376,8441
3288,6616
3233,6911
1856,8436
3310,8628
1235,9975
2668,7852
1412,1277
3502,2768
1941,8112
1161,7412
3026,5996
2918,8812
1913,7666
1377,4362
1983,6829
1853,4377
1370,3950
1214,3462
1490,106
1274,8329
1380,7490
2170,7146
2994,8762
1399,3969
1490,3007
1785,7448
1976,9067
1911,7258
2696,6092
3260,7002
1331,8665
1192,6141
1172,5087
3195,5365
3122,6240
163,8327
1228,4225
1235,9794
1322,6661
1469,4225
1665,8327
2735,3593
1612,8327
1524,4225
3427,8435
2874,2388
2759,3177
2938,6453
2176,4059
2421,4833
2003,3393
3073,1931
1367,7619
2822,74
1995,8967
914,5077
3360,1322
0,3226
2953,5306
1850,9227
2811,6016
2729,1503
3482,5691
0,4745
3174,1803
3003,5738
1855,6180
1808,9515
2568,1569
2709,4804
1274,3294
3137,4521
3011,6693
2624,8750
3505,2685
3385,7913
636,2391
2756,5935
2534,8783
252,6119
2998,8390
3255,3308
2977,6773
3116,8115
201,4921
3498,8264
1823,5321
3475,8550
3122,6693
3246,6040
2253,4161
3095,9065
2751,8050
1894,8235
2691,8657
2947,8558
2052,6118
3262,6167
3280,9106
2388,6148
677,812
2730,8613
2724,8658
2333,9785
3416,5347
3131,8571
2823,8366
3475,6941
1037,6197
3066,8611
1043,8617
2624,8848
1032,1734
1048,3547
2473,2274
911,5582
1021,8272
3369,5751
2589,7893
1048,2832
3256,6859
1048,1476
2898,8524
290,5861
1009,2504
3001,4317
10,8062
1048,1697
642,438
1142,4017
1821,182
3303,532
2002,3529
263,8357
1311,3545
1228,8881
1490,8858
146,9393
1365,1503
2855,3692
3213,9740
1110,8924
2877,533
2650,3078
3219,8177
69,943
1483,1056
2842,4884
